time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-08 00:00:00+00:00,4.0,4.0,6,5
2022-11-09 00:00:00+00:00,4.0,4.0,14,4
2022-11-10 00:00:00+00:00,1.0,1.0,9,4
2022-11-11 00:00:00+00:00,,,3,2
2022-11-12 00:00:00+00:00,,,1,1
2022-11-13 00:00:00+00:00,,,2,2
2022-11-14 00:00:00+00:00,1.0,1.0,45,8
2022-11-15 00:00:00+00:00,,,30,8
2022-11-16 00:00:00+00:00,,,15,4
2022-11-17 00:00:00+00:00,1.0,1.0,6,5
2022-11-18 00:00:00+00:00,,,5,5
2022-11-21 00:00:00+00:00,,,34,7
