time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-28 00:00:00+00:00,1.0,1.0,19,4
2022-12-29 00:00:00+00:00,1.0,1.0,10,3
2022-12-30 00:00:00+00:00,1.0,1.0,10,1
2022-12-31 00:00:00+00:00,,,1,1
2023-01-02 00:00:00+00:00,,,25,3
2023-01-03 00:00:00+00:00,4.0,2.0,23,6
2023-01-04 00:00:00+00:00,,,19,4
2023-01-05 00:00:00+00:00,1.0,1.0,40,7
2023-01-06 00:00:00+00:00,1.0,1.0,13,3
2023-01-09 00:00:00+00:00,,,8,3
2023-01-10 00:00:00+00:00,,,21,3
