time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-12 00:00:00+00:00,,,3,3
2022-10-13 00:00:00+00:00,1.0,1.0,19,8
2022-10-14 00:00:00+00:00,,,2,1
2022-10-15 00:00:00+00:00,,,1,1
2022-10-16 00:00:00+00:00,,,1,1
2022-10-17 00:00:00+00:00,1.0,1.0,4,4
2022-10-18 00:00:00+00:00,,,35,4
2022-10-19 00:00:00+00:00,,,11,9
2022-10-20 00:00:00+00:00,2.0,2.0,34,4
2022-10-21 00:00:00+00:00,1.0,1.0,26,3
2022-10-24 00:00:00+00:00,,,20,4
2022-10-25 00:00:00+00:00,,,9,4
