time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-19 00:00:00+00:00,,,11,9
2022-10-20 00:00:00+00:00,2.0,2.0,34,4
2022-10-21 00:00:00+00:00,1.0,1.0,26,3
2022-10-24 00:00:00+00:00,,,20,4
2022-10-25 00:00:00+00:00,,,10,5
2022-10-26 00:00:00+00:00,,,16,4
2022-10-27 00:00:00+00:00,1.0,1.0,17,4
2022-10-28 00:00:00+00:00,,,12,7
2022-10-30 00:00:00+00:00,,,2,2
2022-10-31 00:00:00+00:00,,,11,4
2022-11-01 00:00:00+00:00,,,22,5
